actual_flight_time,flight_id
25.0,30003
25.0,30004
25.0,30005
25.0,30006
25.0,30007
25.0,30008
25.0,30009
25.0,30010
25.0,30011
25.0,30012
25.0,30013
24.0,30014
25.0,30015
25.0,30016
25.0,30017
25.0,30018
0,30019
24.0,30020
25.0,30021
25.0,30022
25.0,30023
25.0,30024
25.0,30025
25.0,30026
25.0,30027
25.0,30028
25.0,30029
25.0,30030
25.0,30031
25.0,30032
25.0,30033
25.0,30034
25.0,30035
24.0,30036
25.0,30037
25.0,30038
25.0,30039
25.0,30040
25.0,30041
25.0,30042
25.0,30043
25.0,30044
25.0,30045
25.0,30046
25.0,30047
25.0,30048
25.0,30049
25.0,30050
25.0,30051
25.0,30052
25.0,30053
25.0,30054
25.0,30055
25.0,30056
25.0,30057
25.0,30058
25.0,30059
25.0,30060
25.0,30061
25.0,30062
25.0,30063
25.0,30064
25.0,30065
25.0,30066
25.0,30067
25.0,30068
24.0,30069
25.0,30070
25.0,30071
25.0,30072
25.0,30073
25.0,30074
25.0,30075
25.0,30076
25.0,30077
25.0,30078
26.0,30079
25.0,30080
25.0,30081
25.0,30082
25.0,30083
25.0,30084
25.0,30085
25.0,30086
25.0,30087
25.0,30088
25.0,30089
25.0,30090
25.0,30091
25.0,30092
25.0,30093
25.0,30094
25.0,30095
25.0,30096
25.0,30097
25.0,30098
25.0,30099
25.0,30100
25.0,30101
25.0,30102
25.0,30103
25.0,30104
25.0,30105
25.0,30106
25.0,30107
25.0,30108
25.0,30109
25.0,30110
0,30111
25.0,30112
0,30113
0,30114
26.0,30115
25.0,30116
25.0,30117
25.0,30118
25.0,30119
25.0,30120
25.0,30121
25.0,30122
25.0,30123
25.0,30124
25.0,30125
25.0,30126
25.0,30127
25.0,30128
0,30129
25.0,30130
0,30131
0,30132
25.0,30133
25.0,30134
25.0,30135
25.0,30136
25.0,30137
25.0,30138
25.0,30139
25.0,30140
25.0,30141
25.0,30142
0,30143
25.0,30144
0,30145
25.0,30146
25.0,30147
25.0,30148
25.0,30149
25.0,30150
25.0,30151
25.0,30152
25.0,30153
25.0,30154
25.0,30155
25.0,30156
25.0,30157
25.0,30158
25.0,30159
25.0,30160
25.0,30161
25.0,30162
24.0,30163
25.0,30164
25.0,30165
25.0,30166
25.0,30167
25.0,30168
0,30169
25.0,30170
25.0,30171
25.0,30172
25.0,30173
25.0,30174
25.0,30175
25.0,30176
25.0,30177
25.0,30178
25.0,30179
25.0,30180
25.0,30181
25.0,30182
25.0,30183
25.0,30184
25.0,30185
25.0,30186
25.0,30187
25.0,30188
26.0,30189
25.0,30190
25.0,30191
25.0,30192
25.0,30193
25.0,30194
25.0,30195
25.0,30196
25.0,30197
26.0,30198
25.0,30199
25.0,30200
25.0,30201
25.0,30202
25.0,30203
25.0,30204
25.0,30205
25.0,30206
25.0,30207
25.0,30208
0,30209
0,3021
25.0,30211
24.0,30212
0,30213
25.0,30214
25.0,30215
25.0,30216
25.0,30217
25.0,30218
25.0,30219
25.0,30220
25.0,30221
25.0,30222
25.0,30223
25.0,30224
25.0,30225
25.0,30226
25.0,30227
25.0,30228
25.0,30229
25.0,30230
24.0,30231
25.0,30232
25.0,30233
25.0,30234
25.0,30235
24.0,30236
25.0,30237
25.0,30238
25.0,30239
25.0,30240
26.0,30241
25.0,30242
25.0,30243
25.0,30244
25.0,30245
25.0,30246
25.0,30247
25.0,30248
25.0,30249
25.0,30250
25.0,30251
25.0,30252
25.0,30253
25.0,30254
25.0,30255
25.0,30256
25.0,30257
25.0,30258
25.0,30259
25.0,30260
25.0,30261
25.0,30262
25.0,30263
25.0,30264
25.0,30265
25.0,30266
25.0,30267
25.0,30268
25.0,30269
25.0,30270
24.0,30271
25.0,30272
0,30273
25.0,30274
25.0,30275
0,30276
25.0,30277
0,30278
25.0,30279
0,3028
0,30281
26.0,30282
0,30283
25.0,30284
25.0,30285
25.0,30286
25.0,30287
25.0,30288
25.0,30289
25.0,30290
25.0,30291
25.0,30292
25.0,30293
25.0,30294
25.0,30295
25.0,30296
25.0,30297
25.0,30298
25.0,30299
25.0,30300
25.0,30301
25.0,30302
25.0,30303
25.0,30304
25.0,30305
25.0,30306
25.0,30307
25.0,30308
25.0,30309
0,3042
25.0,30310
25.0,30311
25.0,30312
25.0,30313
25.0,30314
25.0,30315
25.0,30316
25.0,30317
25.0,30318
25.0,30319
25.0,30320
25.0,30321
0,30322
25.0,30323
25.0,30324
0,30325
0,30326
25.0,30327
0,30328
0,30329
25.0,30330
25.0,30331
25.0,30332
25.0,30333
25.0,30334
25.0,30335
26.0,30336
25.0,30337
25.0,30338
25.0,30339
25.0,30340
0,30341
25.0,30342
25.0,30343
25.0,30344
25.0,30345
25.0,30346
25.0,30347
25.0,30348
25.0,30349
25.0,30350
25.0,30351
25.0,30352
25.0,30353
25.0,30354
25.0,30355
25.0,30356
25.0,30357
25.0,30358
25.0,30359
25.0,30360
25.0,30361
25.0,30362
25.0,30363
25.0,30364
25.0,30365
25.0,30366
26.0,30367
25.0,30368
25.0,30369
25.0,30370
25.0,30371
25.0,30372
25.0,30373
25.0,30374
25.0,30375
25.0,30376
25.0,30377
25.0,30378
25.0,30379
25.0,30380
25.0,30381
25.0,30382
25.0,30383
25.0,30384
25.0,30385
25.0,30386
25.0,30387
25.0,30388
0,30389
0,3039
25.0,30391
0,30392
25.0,30393
25.0,30394
25.0,30395
25.0,30396
25.0,30397
25.0,30398
25.0,30399
25.0,30400
25.0,30401
25.0,30402
25.0,30403
25.0,30404
25.0,30405
0,30406
25.0,30407
0,30408
25.0,30409
0,3041
25.0,30411
25.0,30412
25.0,30413
25.0,30414
25.0,30415
25.0,30416
0,30417
25.0,30418
25.0,30421
25.0,30422
25.0,30423
25.0,30424
25.0,30425
25.0,30426
25.0,30427
25.0,30428
25.0,30429
25.0,30430
25.0,30431
25.0,30432
25.0,30433
25.0,30434
25.0,30435
25.0,30436
106.0,30437
106.0,30438
104.0,30439
105.0,30440
103.0,30441
105.0,30442
104.0,30443
104.0,30444
106.0,30445
0,30446
105.0,30447
106.0,30448
105.0,30449
105.0,30450
105.0,30451
104.0,30452
104.0,30453
103.0,30454
105.0,30455
107.0,30456
104.0,30457
105.0,30458
104.0,30459
106.0,30460
105.0,30461
106.0,30462
104.0,30463
104.0,30464
105.0,30465
106.0,30466
106.0,30467
0,30468
106.0,30469
106.0,30470
106.0,30471
105.0,30472
105.0,30473
107.0,30474
104.0,30475
105.0,30476
106.0,30477
105.0,30478
104.0,30479
104.0,30480
0,30481
104.0,30482
105.0,30483
106.0,30484
106.0,30485
105.0,30486
107.0,30487
104.0,30488
103.0,30489
103.0,30490
104.0,30491
105.0,30492
104.0,30493
105.0,30494
104.0,30495
104.0,30496
107.0,30497
107.0,30498
104.0,30499
105.0,30500
106.0,30501
105.0,30502
104.0,30503
0,30504
103.0,30505
106.0,30506
105.0,30507
105.0,30508
106.0,30509
104.0,30510
106.0,30511
106.0,30512
104.0,30513
104.0,30514
103.0,30515
104.0,30516
107.0,30517
104.0,30518
104.0,30519
104.0,30520
0,30521
103.0,30522
104.0,30523
0,30524
106.0,30525
104.0,30526
105.0,30527
105.0,30528
103.0,30529
105.0,30530
105.0,30531
106.0,30532
107.0,30533
104.0,30534
105.0,30535
0,30536
106.0,30537
106.0,30538
107.0,30539
104.0,30540
107.0,30541
0,30542
103.0,30543
105.0,30544
104.0,30545
105.0,30546
104.0,30547
107.0,30548
106.0,30549
105.0,30550
107.0,30551
106.0,30552
103.0,30553
105.0,30554
108.0,30555
105.0,30556
103.0,30557
106.0,30558
107.0,30559
103.0,30560
106.0,30561
106.0,30562
103.0,30563
105.0,30564
106.0,30565
104.0,30566
104.0,30567
107.0,30569
106.0,30570
105.0,30571
105.0,30572
104.0,30573
105.0,30574
105.0,30575
106.0,30576
104.0,30577
103.0,30578
105.0,30579
0,3058
0,30581
106.0,30582
106.0,30583
105.0,30584
106.0,30585
106.0,30586
104.0,30587
105.0,30588
104.0,30589
104.0,30590
106.0,30591
105.0,30592
106.0,30593
105.0,30594
103.0,30595
105.0,30596
106.0,30597
105.0,30598
104.0,30599
103.0,30600
105.0,30601
0,30602
104.0,30603
105.0,30604
105.0,30605
103.0,30606
104.0,30607
0,30608
107.0,30609
103.0,30610
105.0,30611
107.0,30612
104.0,30613
107.0,30614
0,30615
103.0,30616
105.0,30617
105.0,30618
104.0,30619
0,3062
104.0,30621
104.0,30622
105.0,30623
103.0,30624
105.0,30625
103.0,30626
107.0,30627
0,30628
105.0,30629
105.0,30630
105.0,30631
105.0,30632
0,30633
105.0,30634
105.0,30635
105.0,30636
106.0,30637
105.0,30638
104.0,30639
106.0,30640
106.0,30641
105.0,30642
106.0,30643
105.0,30645
105.0,30646
106.0,30647
106.0,30648
104.0,30649
105.0,30650
106.0,30651
105.0,30652
107.0,30653
104.0,30654
105.0,30655
105.0,30656
107.0,30657
104.0,30658
103.0,30659
107.0,30660
105.0,30661
106.0,30662
107.0,30663
107.0,30664
107.0,30665
105.0,30666
105.0,30667
105.0,30668
105.0,30669
104.0,30670
105.0,30671
104.0,30672
106.0,30673
104.0,30674
105.0,30675
105.0,30676
105.0,30677
104.0,30678
103.0,30679
105.0,30680
106.0,30681
104.0,30682
105.0,30683
103.0,30684
105.0,30685
107.0,30686
0,30687
104.0,30688
105.0,30689
105.0,30690
105.0,30691
107.0,30692
103.0,30693
105.0,30694
103.0,30695
105.0,30696
105.0,30697
107.0,30698
106.0,30699
105.0,30700
105.0,30701
106.0,30702
104.0,30703
104.0,30704
0,30705
105.0,30706
0,30707
105.0,30708
107.0,30709
104.0,30710
0,30711
104.0,30712
104.0,30713
0,30714
106.0,30715
106.0,30716
106.0,30717
107.0,30718
105.0,30719
104.0,30720
105.0,30721
104.0,30722
106.0,30723
104.0,30724
102.0,30725
106.0,30726
105.0,30727
105.0,30728
106.0,30729
103.0,30730
103.0,30731
106.0,30732
0,30733
104.0,30734
107.0,30735
106.0,30736
103.0,30737
104.0,30738
107.0,30739
106.0,30740
104.0,30741
105.0,30742
106.0,30743
106.0,30744
103.0,30745
104.0,30746
106.0,30747
105.0,30748
104.0,30749
105.0,30750
0,30751
105.0,30752
105.0,30753
107.0,30754
107.0,30755
106.0,30756
105.0,30757
105.0,30758
105.0,30759
0,3076
105.0,30761
106.0,30762
106.0,30763
106.0,30764
104.0,30765
108.0,30766
106.0,30767
105.0,30768
106.0,30769
105.0,30770
105.0,30771
105.0,30772
104.0,30773
105.0,30774
105.0,30775
104.0,30776
104.0,30777
0,30778
105.0,30779
106.0,30780
106.0,30781
0,30782
103.0,30783
104.0,30784
105.0,30785
104.0,30786
105.0,30787
106.0,30788
104.0,30789
105.0,30790
105.0,30791
105.0,30792
105.0,30793
106.0,30794
104.0,30795
106.0,30796
104.0,30797
105.0,30798
105.0,30799
104.0,30800
107.0,30801
0,30802
105.0,30803
108.0,30804
104.0,30805
105.0,30806
105.0,30807
106.0,30808
106.0,30809
105.0,30810
105.0,30811
106.0,30812
104.0,30813
105.0,30814
106.0,30815
105.0,30816
106.0,30817
105.0,30818
103.0,30819
103.0,30820
0,30821
104.0,30822
105.0,30823
105.0,30824
105.0,30825
104.0,30826
105.0,30827
105.0,30828
105.0,30829
106.0,30830
104.0,30831
105.0,30832
152.0,30833
148.0,30834
150.0,30835
153.0,30836
152.0,30837
150.0,30838
149.0,30839
152.0,30840
148.0,30841
151.0,30842
149.0,30843
149.0,30844
149.0,30845
149.0,30846
151.0,30847
151.0,30848
152.0,30849
150.0,30850
150.0,30851
152.0,30852
152.0,30853
150.0,30854
153.0,30855
148.0,30856
150.0,30857
152.0,30858
148.0,30859
0,3086
0,30861
148.0,30862
151.0,30863
150.0,30864
151.0,30865
0,30866
148.0,30867
150.0,30868
149.0,30869
150.0,30870
148.0,30871
148.0,30872
148.0,30873
150.0,30874
146.0,30875
152.0,30876
152.0,30877
150.0,30878
150.0,30879
0,3088
152.0,30881
151.0,30882
149.0,30883
150.0,30884
149.0,30885
153.0,30886
146.0,30887
150.0,30888
152.0,30889
153.0,30890
151.0,30891
152.0,30892
152.0,30893
153.0,30894
149.0,30895
148.0,30896
0,30897
150.0,30898
149.0,30899
149.0,30900
152.0,30901
150.0,30902
151.0,30903
147.0,30904
150.0,30905
150.0,30906
148.0,30907
151.0,30908
151.0,30909
152.0,30910
152.0,30911
151.0,30912
149.0,30913
149.0,30914
152.0,30915
151.0,30916
152.0,30917
150.0,30918
148.0,30919
151.0,30920
147.0,30921
150.0,30922
153.0,30923
150.0,30924
147.0,30925
151.0,30926
0,30927
152.0,30928
149.0,30929
150.0,30930
0,30931
151.0,30932
152.0,30933
147.0,30934
153.0,30935
150.0,30936
151.0,30937
149.0,30938
150.0,30940
148.0,30941
151.0,30942
152.0,30943
151.0,30944
154.0,30945
152.0,30946
149.0,30947
148.0,30948
148.0,30949
152.0,30950
151.0,30951
149.0,30952
151.0,30953
149.0,30954
148.0,30955
150.0,30956
0,30957
150.0,30958
152.0,30959
152.0,30960
152.0,30961
150.0,30962
150.0,30963
151.0,30964
149.0,30965
0,30966
149.0,30967
152.0,30968
149.0,30969
149.0,30970
149.0,30971
150.0,30972
150.0,30973
151.0,30974
151.0,30975
151.0,30976
151.0,30977
151.0,30978
150.0,30979
0,3098
152.0,30981
0,30982
153.0,30983
149.0,30984
148.0,30985
150.0,30986
148.0,30987
149.0,30988
150.0,30989
149.0,30990
151.0,30991
151.0,30992
153.0,30993
149.0,30994
0,30995
148.0,30996
149.0,30997
0,30998
151.0,30999
152.0,31000
150.0,31001
150.0,31002
149.0,31003
151.0,31004
151.0,31005
149.0,31006
153.0,31007
151.0,31008
151.0,31009
152.0,31010
149.0,31011
149.0,31012
0,31013
149.0,31014
151.0,31015
149.0,31016
150.0,31017
148.0,31018
150.0,31019
151.0,31020
147.0,31021
152.0,31022
151.0,31023
149.0,31024
152.0,31025
146.0,31026
151.0,31027
154.0,31028
149.0,31029
148.0,31030
149.0,31031
151.0,31032
150.0,31033
149.0,31034
151.0,31035
153.0,31036
146.0,31037
149.0,31038
150.0,31039
151.0,31040
148.0,31041
149.0,31042
149.0,31043
148.0,31044
0,31045
151.0,31046
150.0,31047
148.0,31048
148.0,31049
149.0,31050
152.0,31051
152.0,31052
150.0,31053
150.0,31054
152.0,31055
150.0,31056
150.0,31057
149.0,31058
148.0,31059
0,3106
150.0,31061
150.0,31062
149.0,31063
149.0,31064
149.0,31065
150.0,31066
149.0,31067
150.0,31068
152.0,31069
151.0,31070
150.0,31071
152.0,31072
152.0,31073
150.0,31074
150.0,31075
0,31076
149.0,31077
152.0,31078
148.0,31079
150.0,31080
148.0,31081
147.0,31082
150.0,31083
152.0,31084
152.0,31085
150.0,31086
151.0,31087
151.0,31088
149.0,31089
150.0,31090
151.0,31091
151.0,31092
151.0,31093
148.0,31094
151.0,31095
0,31096
148.0,31097
150.0,31098
150.0,31099
151.0,31100
151.0,31101
149.0,31102
149.0,31103
151.0,31104
152.0,31105
151.0,31106
153.0,31107
149.0,31108
151.0,31109
151.0,31110
150.0,31111
150.0,31112
148.0,31113
151.0,31114
150.0,31115
149.0,31116
0,31117
0,31118
148.0,31119
153.0,31120
147.0,31121
148.0,31122
152.0,31123
150.0,31124
0,31125
151.0,31126
150.0,31127
150.0,31128
151.0,31129
151.0,31130
149.0,31131
150.0,31132
151.0,31133
150.0,31134
149.0,31135
0,31136
149.0,31137
151.0,31138
0,31139
149.0,31140
149.0,31141
151.0,31142
151.0,31143
148.0,31144
149.0,31145
149.0,31146
150.0,31147
0,31148
151.0,31149
149.0,31150
0,31151
147.0,31152
148.0,31153
149.0,31154
150.0,31155
151.0,31156
151.0,31157
151.0,31158
150.0,31159
0,3116
149.0,31161
149.0,31162
150.0,31163
0,31164
151.0,31165
150.0,31166
150.0,31167
150.0,31168
152.0,31169
152.0,31170
150.0,31171
151.0,31172
149.0,31173
152.0,31174
150.0,31175
147.0,31176
151.0,31177
152.0,31178
149.0,31179
149.0,31180
148.0,31181
151.0,31182
150.0,31183
150.0,31184
150.0,31185
151.0,31186
148.0,31187
149.0,31188
150.0,31189
151.0,31190
149.0,31191
153.0,31192
152.0,31193
147.0,31194
148.0,31195
154.0,31196
152.0,31197
0,31198
149.0,31199
150.0,31200
149.0,31201
149.0,31202
0,31203
149.0,31204
146.0,31205
149.0,31206
147.0,31207
151.0,31208
151.0,31209
150.0,31210
152.0,31211
152.0,31212
155.0,31213
0,31214
151.0,31215
151.0,31216
149.0,31217
149.0,31218
151.0,31219
153.0,31220
149.0,31221
148.0,31222
151.0,31223
147.0,31224
149.0,31225
151.0,31226
151.0,31227
150.0,31228
121.0,31229
119.0,31230
118.0,31231
120.0,31232
121.0,31233
121.0,31234
119.0,31235
0,31236
118.0,31237
121.0,31238
122.0,31239
119.0,31240
119.0,31241
123.0,31242
119.0,31243
120.0,31244
120.0,31245
120.0,31246
119.0,31247
119.0,31248
119.0,31249
118.0,31250
120.0,31251
0,31252
122.0,31253
120.0,31254
121.0,31255
120.0,31256
121.0,31257
121.0,31258
123.0,31259
118.0,31260
119.0,31261
120.0,31262
119.0,31263
120.0,31264
0,31265
119.0,31266
123.0,31267
122.0,31268
122.0,31269
120.0,31270
119.0,31271
0,31272
0,31273
120.0,31274
119.0,31275
122.0,31276
119.0,31277
123.0,31278
119.0,31279
0,3128
121.0,31281
120.0,31282
122.0,31283
121.0,31284
122.0,31285
120.0,31286
121.0,31288
121.0,31289
122.0,31290
119.0,31291
121.0,31292
123.0,31293
119.0,31294
122.0,31295
118.0,31296
120.0,31297
121.0,31298
119.0,31299
122.0,31300
119.0,31301
121.0,31302
118.0,31303
118.0,31304
120.0,31305
120.0,31306
122.0,31307
120.0,31308
118.0,31309
119.0,31310
121.0,31311
118.0,31312
121.0,31313
120.0,31314
120.0,31315
120.0,31316
119.0,31317
120.0,31318
119.0,31319
118.0,31320
120.0,31321
119.0,31322
119.0,31323
119.0,31324
121.0,31325
120.0,31326
121.0,31327
119.0,31328
119.0,31329
122.0,31330
118.0,31331
122.0,31332
121.0,31333
119.0,31334
121.0,31335
120.0,31336
0,31337
121.0,31338
121.0,31339
118.0,31340
119.0,31341
120.0,31342
119.0,31343
119.0,31344
121.0,31345
122.0,31346
121.0,31347
118.0,31348
119.0,31349
120.0,31350
121.0,31351
122.0,31352
122.0,31353
121.0,31354
120.0,31355
121.0,31356
119.0,31357
121.0,31358
0,31359
121.0,31360
119.0,31361
122.0,31362
119.0,31363
119.0,31364
122.0,31365
119.0,31366
119.0,31367
120.0,31368
122.0,31369
120.0,31370
120.0,31371
120.0,31372
119.0,31373
119.0,31374
121.0,31375
122.0,31376
120.0,31377
118.0,31378
121.0,31379
121.0,31380
121.0,31381
120.0,31382
119.0,31383
119.0,31384
123.0,31385
119.0,31386
122.0,31387
119.0,31388
120.0,31389
122.0,31390
0,31391
119.0,31392
121.0,31393
0,31394
0,31395
122.0,31396
121.0,31397
121.0,31398
0,31399
121.0,31400
0,31401
120.0,31402
121.0,31403
121.0,31404
121.0,31405
119.0,31406
119.0,31407
121.0,31408
120.0,31409
119.0,31410
120.0,31411
120.0,31412
119.0,31413
121.0,31414
0,31415
0,31416
120.0,31417
119.0,31418
118.0,31419
125.0,31420
120.0,31421
120.0,31422
120.0,31423
121.0,31424
118.0,31425
122.0,31426
120.0,31427
0,31428
121.0,31429
118.0,31430
121.0,31431
120.0,31432
119.0,31433
118.0,31434
121.0,31435
120.0,31436
118.0,31437
118.0,31438
123.0,31439
120.0,31440
120.0,31441
121.0,31442
121.0,31443
118.0,31444
121.0,31445
121.0,31446
119.0,31447
121.0,31448
0,31449
120.0,31450
119.0,31451
119.0,31452
118.0,31453
119.0,31454
118.0,31455
119.0,31456
120.0,31457
121.0,31458
117.0,31459
118.0,31460
122.0,31461
122.0,31462
120.0,31463
120.0,31464
120.0,31465
118.0,31466
119.0,31467
0,31468
120.0,31469
120.0,31470
119.0,31471
121.0,31472
121.0,31473
120.0,31474
118.0,31475
120.0,31476
121.0,31477
120.0,31478
121.0,31479
118.0,31480
119.0,31481
121.0,31482
121.0,31483
0,31484
118.0,31485
120.0,31486
0,31487
121.0,31488
122.0,31489
122.0,31490
120.0,31491
119.0,31492
122.0,31493
119.0,31494
120.0,31495
119.0,31496
118.0,31497
0,31498
0,31499
122.0,31500
0,31501
118.0,31502
120.0,31503
119.0,31504
122.0,31505
120.0,31506
120.0,31507
120.0,31508
119.0,31509
122.0,31510
121.0,31511
120.0,31512
121.0,31513
119.0,31514
122.0,31515
120.0,31516
120.0,31517
118.0,31518
120.0,31519
120.0,31520
117.0,31521
119.0,31522
119.0,31523
120.0,31524
120.0,31525
119.0,31526
121.0,31527
121.0,31528
120.0,31529
120.0,31530
121.0,31531
123.0,31532
120.0,31533
119.0,31534
121.0,31535
119.0,31536
119.0,31537
117.0,31538
119.0,31539
119.0,31540
119.0,31541
120.0,31542
119.0,31543
120.0,31544
120.0,31545
121.0,31546
119.0,31547
120.0,31548
0,31549
121.0,31550
0,31551
117.0,31552
122.0,31553
120.0,31554
122.0,31555
119.0,31556
119.0,31557
123.0,31558
119.0,31559
118.0,31560
119.0,31561
119.0,31562
119.0,31563
119.0,31564
120.0,31565
121.0,31566
120.0,31567
119.0,31568
120.0,31569
120.0,31570
121.0,31571
118.0,31572
0,31573
120.0,31574
121.0,31575
121.0,31576
121.0,31577
119.0,31578
120.0,31579
120.0,31580
121.0,31581
122.0,31582
121.0,31583
121.0,31584
119.0,31585
121.0,31586
121.0,31587
118.0,31588
120.0,31589
119.0,31590
120.0,31591
120.0,31592
123.0,31593
0,31594
121.0,31595
120.0,31596
121.0,31597
120.0,31598
121.0,31599
122.0,31600
121.0,31601
121.0,31602
121.0,31603
118.0,31604
119.0,31605
121.0,31606
121.0,31607
119.0,31608
120.0,31609
120.0,31610
0,31611
120.0,31612
120.0,31613
122.0,31614
119.0,31615
122.0,31616
120.0,31617
118.0,31618
0,31619
118.0,31620
118.0,31621
121.0,31622
120.0,31623
119.0,31624
45.0,31625
45.0,31626
44.0,31627
46.0,31628
45.0,31629
45.0,31630
45.0,31631
45.0,31632
45.0,31633
46.0,31634
45.0,31635
45.0,31636
45.0,31637
45.0,31638
45.0,31639
45.0,31640
45.0,31641
45.0,31642
45.0,31643
46.0,31644
45.0,31645
44.0,31646
45.0,31647
45.0,31648
0,31649
45.0,31650
45.0,31651
45.0,31652
46.0,31653
45.0,31654
45.0,31655
45.0,31656
45.0,31657
46.0,31658
45.0,31659
44.0,31660
45.0,31661
0,31662
0,31663
45.0,31664
45.0,31665
45.0,31666
46.0,31667
44.0,31668
44.0,31669
45.0,31670
45.0,31671
45.0,31672
45.0,31673
45.0,31674
44.0,31675
45.0,31676
45.0,31677
44.0,31678
45.0,31679
44.0,31680
45.0,31681
45.0,31682
46.0,31683
45.0,31684
45.0,31685
46.0,31686
45.0,31687
46.0,31688
0,31689
44.0,31690
46.0,31691
44.0,31692
46.0,31693
45.0,31694
45.0,31695
46.0,31696
45.0,31697
45.0,31698
45.0,31699
45.0,31700
45.0,31701
45.0,31702
45.0,31703
45.0,31704
45.0,31705
46.0,31706
0,31707
45.0,31708
45.0,31709
46.0,31710
45.0,31711
46.0,31712
45.0,31713
44.0,31714
45.0,31715
46.0,31716
45.0,31717
45.0,31718
44.0,31719
45.0,31720
44.0,31721
45.0,31722
0,31723
45.0,31724
45.0,31725
45.0,31726
45.0,31727
45.0,31728
0,31729
46.0,31730
45.0,31731
0,31732
44.0,31733
44.0,31734
45.0,31735
46.0,31736
45.0,31737
46.0,31738
45.0,31739
45.0,31740
0,31741
46.0,31742
46.0,31743
45.0,31744
45.0,31745
0,31746
46.0,31747
0,31748
45.0,31749
45.0,31750
44.0,31751
45.0,31752
45.0,31753
45.0,31754
45.0,31755
45.0,31756
45.0,31757
44.0,31758
46.0,31759
46.0,31760
45.0,31761
45.0,31762
45.0,31763
45.0,31764
45.0,31765
45.0,31766
45.0,31767
0,31768
46.0,31769
45.0,31770
46.0,31771
45.0,31772
44.0,31773
45.0,31774
45.0,31775
45.0,31776
45.0,31777
44.0,31778
45.0,31779
45.0,31780
45.0,31781
45.0,31782
0,31783
45.0,31784
45.0,31785
45.0,31786
45.0,31787
45.0,31788
45.0,31789
44.0,31790
45.0,31791
45.0,31792
45.0,31793
0,31794
45.0,31795
45.0,31796
45.0,31797
46.0,31798
45.0,31799
46.0,31800
0,31801
44.0,31802
46.0,31803
45.0,31804
44.0,31805
45.0,31806
0,31807
45.0,31808
45.0,31809
46.0,31810
45.0,31811
45.0,31812
45.0,31813
45.0,31814
46.0,31815
45.0,31816
45.0,31817
45.0,31818
46.0,31819
45.0,31820
45.0,31821
0,31822
45.0,31823
45.0,31824
45.0,31825
44.0,31826
45.0,31827
45.0,31828
45.0,31829
45.0,31830
45.0,31831
45.0,31832
45.0,31833
45.0,31834
45.0,31835
46.0,31836
45.0,31837
45.0,31838
45.0,31839
0,3184
44.0,31841
45.0,31842
45.0,31843
45.0,31844
45.0,31845
44.0,31846
45.0,31847
45.0,31848
45.0,31849
45.0,31850
45.0,31851
44.0,31852
